UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
1420,_RARE_,M,298.9,310.3,1572,34.3,78,0,0,0,0,0,0
1504,_RARE_,L,298.4,308.7,1454,39.3,96,0,0,0,0,0,0
6961,_RARE_,L,300.9,311.6,1436,43.9,21,0,0,0,0,0,0
3315,_RARE_,L,301.4,310.7,1558,39.9,164,0,0,0,0,0,0
1614,_RARE_,M,297.9,308.0,1404,47.8,205,1,1,0,0,0,0
9927,_RARE_,L,298.4,309.0,1585,30.6,192,0,0,0,0,0,0
7088,_RARE_,M,300.5,310.7,1558,36.9,78,0,0,0,0,0,0
2812,_RARE_,M,300.4,309.3,1544,35.2,195,0,0,0,0,0,0
9225,_RARE_,M,298.2,309.0,1344,56.2,201,0,0,0,0,0,0
2398,_RARE_,M,299.2,308.4,1438,50.4,104,0,0,0,0,0,0
7228,_RARE_,L,300.1,310.0,1413,43.5,131,0,0,0,0,0,0
1959,_RARE_,L,298.2,307.9,1525,39.7,81,0,0,0,0,0,0
5724,_RARE_,M,302.8,311.5,1601,33.8,62,0,0,0,0,0,0
7907,_RARE_,L,301.0,312.3,1608,35.6,145,0,0,0,0,0,0
7345,_RARE_,L,299.7,310.1,1431,42.6,109,0,0,0,0,0,0
9168,_RARE_,M,297.6,308.6,1552,38.1,17,0,0,0,0,0,0
2727,_RARE_,L,299.8,309.4,1557,38.8,45,0,0,0,0,0,0
2328,_RARE_,M,299.2,308.6,1500,35.9,174,0,0,0,0,0,0
162,_RARE_,M,298.4,308.4,1584,35.4,103,0,0,0,0,0,0
8884,_RARE_,L,297.9,309.4,1749,25.3,3,0,0,0,0,0,0
5943,_RARE_,L,300.3,310.8,1416,49.6,28,0,0,0,0,0,0
49,_RARE_,H,298.9,308.7,1401,47.8,42,0,0,0,0,0,0
6112,_RARE_,L,301.1,311.0,1475,35.4,106,0,0,0,0,0,0
9537,_RARE_,L,299.3,310.7,1560,35.6,75,0,0,0,0,0,0
6145,_RARE_,M,300.8,310.7,1738,27.9,71,0,0,0,0,0,0
4950,_RARE_,L,303.7,312.7,1438,52.0,203,0,0,0,0,0,0
770,_RARE_,M,296.8,307.8,1539,41.7,7,0,0,0,0,0,0
5113,_RARE_,L,303.8,312.8,1512,39.3,12,0,0,0,0,0,0
5461,_RARE_,L,302.8,312.3,1371,52.1,50,0,0,0,0,0,0
1213,_RARE_,H,297.3,308.0,1627,37.0,29,0,0,0,0,0,0
838,_RARE_,H,296.4,307.6,1646,32.7,130,0,0,0,0,0,0
7066,_RARE_,L,300.6,310.6,1637,34.8,201,0,0,0,0,0,0
384,_RARE_,M,297.7,308.5,1527,36.9,65,0,0,0,0,0,0
6615,_RARE_,L,301.8,310.6,1676,32.4,0,0,0,0,0,0,0
6970,_RARE_,L,301.0,311.6,1499,35.4,65,0,0,0,0,0,0
2574,_RARE_,L,298.9,308.8,1402,12.9,18,0,0,0,0,0,0
4318,_RARE_,L,302.0,310.1,2596,14.0,208,1,0,0,0,0,0
6887,_RARE_,L,301.1,311.0,1437,41.6,36,0,0,0,0,0,0
3011,_RARE_,L,300.5,309.2,1526,35.2,58,0,0,0,0,0,0
746,_RARE_,L,296.7,308.1,1277,54.7,39,0,0,0,0,0,0
3203,_RARE_,L,301.1,310.1,1536,46.5,93,0,0,0,0,0,0
3670,_RARE_,L,302.1,311.5,1423,54.9,91,0,0,0,0,0,0
2871,_RARE_,M,300.7,309.5,1504,37.6,181,0,0,0,0,0,0
2192,_RARE_,M,299.2,308.4,1625,33.4,105,0,0,0,0,0,0
1371,_RARE_,L,298.8,310.3,1604,30.5,210,0,0,0,0,0,0
6095,_RARE_,L,300.9,310.9,1477,37.8,27,0,0,0,0,0,0
386,_RARE_,L,297.8,308.5,1553,34.2,98,0,0,0,0,0,0
6514,_RARE_,L,301.0,310.7,1679,29.1,160,0,0,0,0,0,0
9988,_RARE_,H,298.3,308.6,1434,33.8,203,0,0,0,0,0,0
6538,_RARE_,M,301.2,310.1,1699,27.7,60,0,0,0,0,0,0
1817,_RARE_,L,297.7,308.6,1467,40.1,164,0,0,0,0,0,0
2083,_RARE_,M,299.7,309.2,1457,43.0,96,0,0,0,0,0,0
3383,_RARE_,L,301.6,311.0,1535,34.7,213,0,0,0,0,0,0
9774,_RARE_,L,298.4,309.4,1536,41.8,111,0,0,0,0,0,0
3392,_RARE_,M,301.8,310.8,1888,23.7,86,0,0,0,0,0,0
6697,_RARE_,L,301.4,310.4,1321,46.3,0,0,0,0,0,0,0
7957,_RARE_,L,300.8,312.3,1599,35.5,165,0,0,0,0,0,0
7235,_RARE_,L,299.8,310.1,1410,46.1,154,0,0,0,0,0,0
4937,_RARE_,L,303.3,312.4,1557,41.5,2,0,0,0,0,0,0
638,_RARE_,L,297.6,310.1,1544,35.4,9,0,0,0,0,0,0
1366,_RARE_,L,298.8,310.2,1420,45.9,92,0,0,0,0,0,0
2559,_RARE_,M,298.9,308.9,1508,37.1,139,0,0,0,0,0,0
6142,_RARE_,H,300.8,310.9,1568,37.0,153,0,0,0,0,0,0
8235,_RARE_,L,298.9,310.5,1412,49.0,85,0,0,0,0,0,0
3074,_RARE_,M,300.7,309.1,1535,34.6,173,0,0,0,0,0,0
3793,_RARE_,M,302.5,311.1,1613,29.9,78,0,0,0,0,0,0
6948,_RARE_,M,300.7,311.3,1579,39.2,2,0,0,0,0,0,0
9608,_RARE_,L,299.2,310.0,2157,18.7,233,0,0,0,0,0,0
2593,_RARE_,L,299.8,309.5,1650,28.4,159,0,0,0,0,0,0
4381,_RARE_,L,301.6,310.2,1446,50.6,202,0,0,0,0,0,0
7307,_RARE_,H,299.6,310.0,1433,52.2,3,0,0,0,0,0,0
3537,_RARE_,L,301.8,310.9,1447,54.5,10,0,0,0,0,0,0
3156,_RARE_,L,300.1,309.6,1680,28.1,136,0,0,0,0,0,0
6112,_RARE_,M,300.7,310.8,1483,42.9,16,0,0,0,0,0,0
7067,_RARE_,L,300.6,310.6,1449,51.3,22,0,0,0,0,0,0
5265,_RARE_,L,303.7,312.7,1647,31.7,128,0,0,0,0,0,0
7663,_RARE_,L,300.4,311.6,1445,39.7,144,0,0,0,0,0,0
6550,_RARE_,L,301.3,311.0,1559,38.7,170,0,0,0,0,0,0
7302,_RARE_,M,299.6,310.2,1557,37.3,115,0,0,0,0,0,0
8555,_RARE_,H,298.4,309.2,1419,42.8,90,0,0,0,0,0,0
3705,_RARE_,M,302.4,311.0,1444,48.6,162,0,0,0,0,0,0
546,_RARE_,L,297.5,309.2,1389,52.5,200,0,0,0,0,0,0
1259,_RARE_,L,297.1,308.4,1352,59.0,133,0,0,0,0,0,0
6214,_RARE_,L,300.8,310.9,2439,18.6,15,0,0,0,0,0,0
6506,_RARE_,H,301.1,310.6,1474,43.2,200,0,0,0,0,0,0
7900,_RARE_,L,301.0,312.4,1387,46.3,134,0,0,0,0,0,0
8872,_RARE_,M,297.9,309.2,1314,57.3,66,0,0,0,0,0,0
638,_RARE_,M,298.1,308.7,1536,38.0,224,0,0,0,0,0,0
4525,_RARE_,L,302.6,310.7,1591,37.1,14,0,0,0,0,0,0
9359,_RARE_,L,298.2,308.3,1489,39.0,189,0,0,0,0,0,0
7084,_RARE_,L,300.6,310.6,1439,45.9,63,0,0,0,0,0,0
6659,_RARE_,M,301.5,310.7,1568,32.9,204,0,0,0,0,0,0
3566,_RARE_,M,301.7,311.0,1510,31.7,184,0,0,0,0,0,0
6728,_RARE_,L,301.4,310.6,1489,44.2,84,0,0,0,0,0,0
4160,_RARE_,M,302.0,310.6,1266,57.9,64,0,0,0,0,0,0
3934,_RARE_,L,302.6,311.5,1424,43.7,89,0,0,0,0,0,0
2681,_RARE_,M,299.9,309.6,1581,35.3,122,0,0,0,0,0,0
2387,_RARE_,L,299.2,308.4,1338,53.8,57,0,0,0,0,0,0
8950,_RARE_,M,297.3,308.4,1540,39.1,21,0,0,0,0,0,0
8731,_RARE_,L,297.2,308.5,1446,44.4,72,0,0,0,0,0,0
8305,_RARE_,L,298.6,309.7,1463,40.2,87,0,0,0,0,0,0
5927,_RARE_,L,300.3,310.4,1427,45.8,24,0,0,0,0,0,0
9575,_RARE_,L,299.4,310.8,1474,42.3,61,0,0,0,0,0,0
6017,_RARE_,L,300.8,310.9,1492,35.0,190,0,0,0,0,0,0
2976,_RARE_,M,300.6,309.6,1532,37.2,148,0,0,0,0,0,0
5738,_RARE_,H,301.6,310.8,1420,49.8,203,0,0,0,0,0,0
9150,_RARE_,L,297.7,308.3,1491,48.6,110,0,0,0,0,0,0
6556,_RARE_,M,301.2,309.9,1534,42.3,110,0,0,0,0,0,0
7252,_RARE_,L,300.2,310.4,1936,20.3,131,0,0,0,0,0,0
9157,_RARE_,L,297.3,308.2,1472,39.2,50,0,0,0,0,0,0
6491,_RARE_,L,300.4,309.8,1484,39.0,204,0,0,0,0,0,0
3534,_RARE_,L,301.9,310.8,1541,41.4,159,0,0,0,0,0,0
3176,_RARE_,M,299.9,309.1,1392,54.8,215,0,0,0,0,0,0
6708,_RARE_,L,301.3,310.9,1473,39.2,56,0,0,0,0,0,0
9220,_RARE_,M,297.8,308.5,1449,47.6,124,0,0,0,0,0,0
7490,_RARE_,L,299.6,311.2,1601,35.6,25,0,0,0,0,0,0
3457,_RARE_,L,301.8,310.7,1561,39.9,71,0,0,0,0,0,0
7486,_RARE_,L,299.7,311.2,1715,26.6,183,0,0,0,0,0,0
5575,_RARE_,M,302.0,311.9,1851,23.2,200,0,0,0,0,0,0
645,_RARE_,L,298.0,309.2,1757,23.8,85,0,0,0,0,0,0
7825,_RARE_,L,300.0,311.5,1597,39.4,112,0,0,0,0,0,0
609,_RARE_,L,298.1,309.2,1495,38.8,53,0,0,0,0,0,0
1187,_RARE_,M,298.4,308.8,1363,52.1,157,0,0,0,0,0,0
4545,_RARE_,M,302.5,310.4,1422,54.2,44,0,0,1,0,0,0
7934,_RARE_,L,300.9,312.1,1400,48.0,190,0,0,0,0,0,0
4810,_RARE_,L,303.4,311.8,1513,37.6,83,0,0,0,0,0,0
4262,_RARE_,M,302.2,311.2,1513,46.7,169,0,0,0,0,0,0
7768,_RARE_,L,300.5,311.8,1438,46.4,105,0,0,0,0,0,0
187,_RARE_,L,298.7,308.1,1452,42.1,183,0,0,0,0,0,0
4472,_RARE_,M,302.2,310.7,1362,44.3,80,1,0,1,0,0,0
4381,_RARE_,L,301.5,310.1,1559,36.7,49,0,0,0,0,0,0
9461,_RARE_,L,298.1,308.7,1347,49.1,215,0,0,0,0,0,0
9043,_RARE_,H,297.2,307.9,1903,25.6,184,0,0,0,0,0,0
2149,_RARE_,L,299.5,309.1,1488,39.7,183,0,0,0,0,0,0
7432,_RARE_,L,300.3,311.7,1546,44.2,216,0,0,0,0,0,0
9610,_RARE_,L,299.0,310.1,1495,47.0,162,0,0,0,0,0,0
7903,_RARE_,L,300.7,312.0,1440,44.2,124,0,0,0,0,0,0
5324,_RARE_,L,303.7,312.9,1410,56.7,192,0,0,0,0,0,0
3306,_RARE_,M,301.3,310.5,1599,34.3,201,0,0,0,0,0,0
9514,_RARE_,L,298.9,310.1,1348,47.4,153,0,0,0,0,0,0
3903,_RARE_,L,302.3,311.4,1670,31.7,186,0,0,0,0,0,0
7329,_RARE_,M,299.8,310.3,1379,59.8,191,0,0,0,0,0,0
2711,_RARE_,M,299.6,309.2,1421,52.1,150,0,0,0,0,0,0
4407,_RARE_,L,302.6,310.5,1479,52.0,64,0,0,0,0,0,0
625,_RARE_,H,298.6,309.9,1434,43.4,224,0,0,0,0,0,0
9106,_RARE_,L,297.6,308.6,1584,35.1,63,0,0,0,0,0,0
4447,_RARE_,H,302.5,310.2,1465,40.5,181,0,0,0,0,0,0
9714,_RARE_,H,299.0,309.9,1469,50.7,96,0,0,0,0,0,0
4544,_RARE_,L,302.2,310.9,1641,31.1,24,0,0,0,0,0,0
8449,_RARE_,L,298.5,309.4,1631,30.7,116,0,0,0,0,0,0
3966,_RARE_,L,302.4,311.4,1368,44.0,197,0,0,0,0,0,0
1765,_RARE_,M,298.5,309.1,1384,52.9,35,0,0,0,0,0,0
8306,_RARE_,M,298.8,310.0,1623,33.7,127,0,0,0,0,0,0
7214,_RARE_,M,299.8,310.1,1569,43.2,53,0,0,0,0,0,0
8768,_RARE_,L,296.9,308.5,1720,28.0,43,0,0,0,0,0,0
9734,_RARE_,L,299.1,310.2,1524,42.9,180,0,0,0,0,0,0
3653,_RARE_,M,302.3,311.5,1670,36.1,132,0,0,0,0,0,0
8698,_RARE_,L,297.3,308.4,1555,37.7,77,0,0,0,0,0,0
1132,_RARE_,M,296.6,307.4,1564,37.2,0,0,0,0,0,0,0
9278,_RARE_,L,298.2,308.9,1599,39.1,43,0,0,0,0,0,0
1625,_RARE_,L,298.1,308.4,2030,18.8,196,0,0,0,0,0,0
741,_RARE_,M,296.9,308.0,1521,46.8,212,0,0,0,0,0,0
620,_RARE_,L,297.8,310.0,1669,27.2,95,0,0,0,0,0,0
5213,_RARE_,M,303.7,312.9,2006,19.7,60,0,0,0,0,0,0
2823,_RARE_,M,300.8,309.5,1454,39.7,130,0,0,0,0,0,0
5097,_RARE_,M,304.2,313.2,1405,47.2,123,0,0,0,0,0,0
3219,_RARE_,M,301.3,310.0,1451,42.8,61,0,0,0,0,0,0
3303,_RARE_,L,301.3,310.5,1624,30.6,120,0,0,0,0,0,0
2986,_RARE_,M,300.7,309.3,1542,34.7,61,0,0,0,0,0,0
7760,_RARE_,H,300.4,311.7,1651,32.9,150,0,0,0,0,0,0
2247,_RARE_,H,299.7,309.1,1376,46.7,173,0,0,0,0,0,0
6735,_RARE_,M,301.5,310.6,1386,56.9,80,0,0,0,0,0,0
1691,_RARE_,L,298.0,307.7,1686,22.7,0,0,0,0,0,0,0
6819,_RARE_,L,301.0,311.1,1458,41.3,83,0,0,0,0,0,0
6891,_RARE_,L,301.1,310.7,1576,34.7,83,0,0,0,0,0,0
614,_RARE_,M,297.7,309.7,1392,55.3,114,0,0,0,0,0,0
2948,_RARE_,L,300.7,309.5,1840,22.7,99,0,0,0,0,0,0
4089,_RARE_,H,301.6,310.7,1360,57.1,77,0,0,0,0,0,0
3658,_RARE_,M,302.3,311.6,1611,30.5,82,0,0,0,0,0,0
4069,_RARE_,M,302.0,310.9,1552,39.7,155,0,0,0,0,0,0
5193,_RARE_,M,304.2,313.5,1432,52.9,33,0,0,0,0,0,0
8388,_RARE_,L,298.7,309.8,1503,44.4,87,0,0,0,0,0,0
238,_RARE_,L,298.1,308.2,1445,42.2,50,0,0,0,0,0,0
7054,_RARE_,L,300.7,310.4,1389,51.9,200,0,0,0,0,0,0
837,_RARE_,L,296.6,307.7,1588,35.0,151,0,0,0,0,0,0
9850,_RARE_,L,299.0,308.7,1446,44.4,107,0,0,0,0,0,0
3036,_RARE_,H,300.0,309.1,1622,26.9,47,0,0,0,0,0,0
1133,_RARE_,L,297.2,308.0,1316,59.9,77,0,0,0,0,0,0
1398,_RARE_,L,298.4,310.0,1600,34.3,174,0,0,0,0,0,0
9758,_RARE_,L,298.4,309.6,1687,32.3,89,0,0,0,0,0,0
62,_RARE_,L,299.0,309.3,1611,33.7,179,0,0,0,0,0,0
1223,_RARE_,M,298.2,308.3,1434,33.7,207,0,0,0,0,0,0
4412,_RARE_,L,302.4,310.4,1558,32.5,95,0,0,0,0,0,0
8839,_RARE_,L,296.8,308.5,1390,41.4,48,0,0,0,0,0,0
7546,_RARE_,L,300.6,311.5,1728,32.5,213,0,0,0,0,0,0
9707,_RARE_,L,298.5,309.6,1694,28.9,46,0,0,0,0,0,0
8287,_RARE_,M,298.8,310.6,1341,51.1,94,0,0,0,0,0,0
2633,_RARE_,L,300.0,309.7,1590,45.4,211,0,0,0,0,0,0
1482,_RARE_,H,298.9,310.3,1524,50.7,79,0,0,0,0,0,0
1509,_RARE_,M,298.1,308.7,1364,53.2,55,0,0,0,0,0,0
7093,_RARE_,M,300.5,310.2,1500,39.5,100,0,0,0,0,0,0
2455,_RARE_,L,298.9,308.7,1301,60.8,91,0,0,0,0,0,0
6355,_RARE_,L,300.9,310.0,1382,47.0,79,0,0,0,0,0,0
8892,_RARE_,L,297.4,308.6,1430,44.8,181,0,0,0,0,0,0
7747,_RARE_,M,300.6,311.5,1465,41.5,88,0,0,0,0,0,0
2358,_RARE_,L,299.1,308.5,1413,46.5,193,0,0,0,0,0,0
9471,_RARE_,L,298.3,308.4,1458,37.8,134,0,0,0,0,0,0
347,_RARE_,L,297.4,308.3,1484,43.4,26,0,0,0,0,0,0
2037,_RARE_,L,299.3,308.5,1640,28.6,201,0,0,0,0,0,0
3792,_RARE_,L,302.0,310.9,1597,29.1,4,0,0,0,0,0,0
9430,_RARE_,L,298.0,308.7,1392,55.8,34,0,0,0,0,0,0
7459,_RARE_,L,300.3,311.7,1850,24.5,99,0,0,0,0,0,0
9869,_RARE_,L,298.5,309.8,1545,35.4,102,0,0,0,0,0,0
4694,_RARE_,M,303.4,311.4,1650,35.3,110,0,0,0,0,0,0
7783,_RARE_,L,300.5,311.6,1437,42.7,64,0,0,0,0,0,0
8700,_RARE_,H,297.1,308.6,1527,43.6,190,0,0,0,0,0,0
4243,_RARE_,M,301.9,310.7,1534,36.4,38,0,0,0,0,0,0
8331,_RARE_,M,298.6,309.6,1444,47.0,102,0,0,0,0,0,0
1285,_RARE_,L,297.0,308.1,1870,22.8,106,0,0,0,0,0,0
2293,_RARE_,M,299.2,308.4,1712,32.4,168,0,0,0,0,0,0
163,_RARE_,M,299.5,308.8,1490,36.4,92,0,0,0,0,0,0
4068,_RARE_,H,301.9,310.5,1492,43.7,160,0,0,0,0,0,0
1023,_RARE_,L,296.2,307.2,1419,44.9,153,1,0,0,1,0,0
7042,_RARE_,L,300.6,310.5,1470,38.0,203,0,0,0,0,0,0
4968,_RARE_,M,303.3,312.3,1403,53.2,215,0,0,0,0,0,0
9165,_RARE_,L,297.6,308.3,1767,26.1,147,0,0,0,0,0,0
8897,_RARE_,H,297.3,308.7,1471,38.6,32,0,0,0,0,0,0
7255,_RARE_,L,300.0,309.9,1465,42.3,166,0,0,0,0,0,0
3638,_RARE_,L,301.8,311.0,1368,50.1,45,0,0,0,0,0,0
6493,_RARE_,M,300.1,309.9,1628,24.3,121,0,0,0,0,0,0
3895,_RARE_,M,302.2,311.3,1504,38.1,33,0,0,0,0,0,0
4420,_RARE_,M,302.7,310.4,1430,50.7,36,0,0,0,0,0,0
6021,_RARE_,L,300.8,310.8,1446,34.9,88,0,0,0,0,0,0
938,_RARE_,L,295.6,306.0,1516,42.8,62,0,0,0,0,0,0
2043,_RARE_,L,299.1,308.4,1600,34.7,87,0,0,0,0,0,0
4467,_RARE_,M,302.6,310.2,1454,42.2,62,0,0,0,0,0,0
673,_RARE_,M,298.1,309.2,1563,36.7,45,0,0,0,0,0,0
9489,_RARE_,L,298.6,309.7,1364,57.0,5,0,0,0,0,0,0
2755,_RARE_,L,299.8,309.5,1399,48.6,189,0,0,0,0,0,0
5193,_RARE_,M,304.0,313.2,1437,48.0,143,0,0,0,0,0,0
5551,_RARE_,L,302.7,311.8,1395,43.5,48,0,0,0,0,0,0
1179,_RARE_,M,297.1,308.0,2634,13.0,88,0,0,0,0,0,0
165,_RARE_,L,298.2,308.3,1566,33.8,62,0,0,0,0,0,0
7286,_RARE_,L,299.8,310.5,1596,33.4,159,0,0,0,0,0,0
9668,_RARE_,H,299.2,310.3,1540,48.5,55,0,0,0,0,0,0
7055,_RARE_,L,300.7,310.8,1566,37.2,4,0,0,0,0,0,0
7937,_RARE_,H,300.8,312.2,1390,52.4,153,0,0,0,0,0,0
9694,_RARE_,L,299.1,310.1,1701,30.5,144,0,0,0,0,0,0
434,_RARE_,M,297.4,308.3,1389,56.1,12,0,0,0,0,0,0
2090,_RARE_,L,299.4,308.8,1642,34.7,58,0,0,0,0,0,0
142,_RARE_,M,298.2,308.2,1586,42.8,189,0,0,0,0,0,0
9587,_RARE_,M,299.0,310.1,1619,32.0,46,0,0,0,0,0,0
3537,_RARE_,L,301.8,311.1,1445,39.2,196,0,0,0,0,0,0
496,_RARE_,L,297.4,309.7,1635,32.0,171,0,0,0,0,0,0
3050,_RARE_,H,300.5,309.8,1506,33.6,58,0,0,0,0,0,0
4142,_RARE_,L,302.1,310.3,1508,42.3,122,0,0,0,0,0,0
9449,_RARE_,L,299.7,309.0,1415,44.8,202,1,1,0,0,0,0
3078,_RARE_,H,300.5,309.8,1438,45.2,181,0,0,0,0,0,0
8387,_RARE_,L,298.7,309.6,1515,37.0,87,0,0,0,0,0,0
2932,_RARE_,L,300.7,309.5,1339,53.0,8,0,0,0,0,0,0
8588,_RARE_,L,297.4,308.7,1870,26.4,112,0,0,0,0,0,0
1925,_RARE_,L,298.2,308.1,1794,24.8,165,0,0,0,0,0,0
2702,_RARE_,M,299.8,309.2,1768,24.8,128,0,0,0,0,0,0
2015,_RARE_,L,299.0,308.8,1299,52.7,187,0,0,0,0,0,0
5827,_RARE_,L,301.4,311.0,1434,44.7,81,0,0,0,0,0,0
4927,_RARE_,L,303.7,312.6,1460,37.9,92,0,0,0,0,0,0
265,_RARE_,L,298.1,308.4,1832,23.3,70,0,0,0,0,0,0
4373,_RARE_,M,301.8,310.5,1439,41.1,35,0,0,0,0,0,0
1831,_RARE_,M,297.7,307.2,1827,22.0,119,0,0,0,0,0,0
3240,_RARE_,L,301.3,309.9,1493,37.6,162,0,0,0,0,0,0
1471,_RARE_,M,298.9,310.1,1369,47.3,98,0,0,0,0,0,0
9622,_RARE_,L,299.1,310.4,1603,32.6,131,0,0,0,0,0,0
7538,_RARE_,L,300.3,311.7,1554,38.1,185,0,0,0,0,0,0
8906,_RARE_,L,297.3,307.9,1333,52.8,186,0,0,0,0,0,0
287,_RARE_,M,298.4,308.7,1458,36.0,143,0,0,0,0,0,0
8611,_RARE_,L,297.2,308.5,1534,41.4,136,0,0,0,0,0,0
4529,_RARE_,L,302.6,310.4,1524,40.7,29,0,0,0,0,0,0
8709,_RARE_,L,297.2,308.5,1544,33.7,153,0,0,0,0,0,0
3587,_RARE_,L,300.9,311.0,1533,42.2,43,0,0,0,0,0,0
5836,_RARE_,M,301.3,311.1,2480,10.2,185,0,0,0,0,0,0
2967,_RARE_,L,300.7,309.6,1367,45.9,69,0,0,0,0,0,0
6021,_RARE_,L,300.9,310.9,1434,45.7,147,0,0,0,0,0,0
3506,_RARE_,H,301.7,310.6,1607,33.6,2,0,0,0,0,0,0
3443,_RARE_,H,301.7,310.6,1432,41.9,44,0,0,0,0,0,0
3559,_RARE_,L,301.7,310.6,1471,39.9,175,0,0,0,0,0,0
9224,_RARE_,L,298.3,308.8,1397,49.9,76,0,0,0,0,0,0
8906,_RARE_,M,297.5,308.2,1663,29.5,28,0,0,0,0,0,0
4655,_RARE_,L,303.2,311.5,1397,44.3,197,0,0,0,0,0,0
1871,_RARE_,M,297.8,307.5,1614,27.2,180,0,0,0,0,0,0
844,_RARE_,L,296.6,307.4,1482,35.0,179,0,0,0,0,0,0
149,_RARE_,L,299.1,308.6,1572,37.0,94,0,0,0,0,0,0
440,_RARE_,M,297.5,308.5,1502,42.4,193,0,0,0,0,0,0
2061,_RARE_,L,298.4,309.0,2010,23.5,165,0,0,0,0,0,0
8031,_RARE_,L,300.7,311.9,1415,41.7,112,0,0,0,0,0,0
1200,_RARE_,L,297.0,308.1,1458,44.1,105,0,0,0,0,0,0
4403,_RARE_,M,302.3,310.1,1882,23.9,172,0,0,0,0,0,0
3912,_RARE_,M,302.4,311.2,1659,33.6,148,0,0,0,0,0,0
9386,_RARE_,H,298.1,308.1,1503,49.3,205,0,0,0,0,0,0
5275,_RARE_,M,303.8,312.8,1684,29.1,112,0,0,0,0,0,0
637,_RARE_,L,297.7,309.5,1503,44.3,80,0,0,0,0,0,0
5556,_RARE_,L,302.6,312.1,1622,32.4,52,0,0,0,0,0,0
8603,_RARE_,M,297.3,308.7,1377,48.6,23,0,0,0,0,0,0
5113,_RARE_,L,304.0,313.1,1725,25.1,188,0,0,0,0,0,0
596,_RARE_,L,297.6,309.7,1319,64.1,120,0,0,0,0,0,0
6238,_RARE_,M,301.0,310.6,1409,38.3,107,0,0,0,0,0,0
525,_RARE_,M,297.7,309.4,1365,50.3,147,0,0,0,0,0,0
3377,_RARE_,H,301.6,310.6,1571,44.2,147,0,0,0,0,0,0
2970,_RARE_,M,300.6,309.3,1467,38.8,63,0,0,0,0,0,0
2228,_RARE_,L,299.3,309.0,1459,46.5,142,0,0,0,0,0,0
6472,_RARE_,L,300.7,310.5,1410,45.6,206,0,0,0,0,0,0
4018,_RARE_,L,302.0,310.5,1457,53.4,189,0,0,0,0,0,0
5809,_RARE_,L,301.2,311.1,1492,41.4,9,0,0,0,0,0,0
8164,_RARE_,L,299.6,311.4,1432,41.0,70,0,0,0,0,0,0
727,_RARE_,L,297.5,308.1,1455,39.3,45,0,0,0,0,0,0
9253,_RARE_,M,298.1,308.6,1386,38.4,61,0,0,0,0,0,0
4983,_RARE_,L,303.6,312.4,1496,40.7,125,0,0,0,0,0,0
6416,_RARE_,H,300.0,310.1,1279,43.0,111,0,0,0,0,0,0
9164,_RARE_,L,297.9,308.5,1467,39.8,148,0,0,0,0,0,0
93,_RARE_,L,298.8,308.7,1492,39.4,27,0,0,0,0,0,0
1132,_RARE_,M,297.5,308.6,1857,23.6,217,0,0,0,0,0,0
4278,_RARE_,L,302.4,311.0,1676,29.6,131,0,0,0,0,0,0
1181,_RARE_,L,296.4,307.8,1417,49.2,5,0,0,0,0,0,0
120,_RARE_,L,298.4,308.4,1523,37.0,144,0,0,0,0,0,0
5737,_RARE_,M,301.0,311.9,1758,29.1,209,0,0,0,0,0,0
2812,_RARE_,H,300.3,309.3,1415,38.8,179,0,0,0,0,0,0
3126,_RARE_,L,300.0,309.3,1580,34.0,53,0,0,0,0,0,0
8145,_RARE_,L,300.2,311.6,1315,56.3,0,0,0,0,0,0,0
1375,_RARE_,M,298.6,309.8,1559,38.8,6,0,0,0,0,0,0
4633,_RARE_,L,303.0,311.3,1656,30.2,157,0,0,0,0,0,0
6494,_RARE_,L,301.2,309.9,1560,38.5,117,0,0,0,0,0,0
6692,_RARE_,L,301.5,310.4,1615,31.0,99,0,0,0,0,0,0
2018,_RARE_,L,299.2,308.4,1509,37.7,34,0,0,0,0,0,0
1584,_RARE_,M,298.4,308.7,1512,40.2,0,0,0,0,0,0,0
9182,_RARE_,M,297.5,308.9,1478,47.8,158,0,0,0,0,0,0
6236,_RARE_,L,300.6,310.9,1658,23.3,53,0,0,0,0,0,0
7650,_RARE_,L,300.5,311.7,1399,45.3,76,0,0,0,0,0,0
9584,_RARE_,L,298.9,310.2,1579,35.3,92,0,0,0,0,0,0
1822,_RARE_,L,298.1,307.7,1364,52.9,169,0,0,0,0,0,0
5651,_RARE_,L,302.7,312.2,1680,22.3,91,0,0,0,0,0,0
5799,_RARE_,L,301.6,310.8,1562,33.2,50,0,0,0,0,0,0
1000,_RARE_,L,296.4,307.5,1378,44.6,148,0,0,0,0,0,0
6406,_RARE_,L,300.6,309.9,1751,24.8,89,0,0,0,0,0,0
6123,_RARE_,L,300.9,311.1,1454,36.3,177,0,0,0,0,0,0
6442,_RARE_,L,300.6,309.5,1509,38.8,131,0,0,0,0,0,0
5773,_RARE_,L,301.2,310.9,1455,52.6,52,0,0,0,0,0,0
8957,_RARE_,L,297.3,307.8,1556,36.9,139,0,0,0,0,0,0
6036,_RARE_,L,300.8,310.6,1367,46.4,210,0,0,0,0,0,0
566,_RARE_,L,297.6,309.4,1746,25.3,78,0,0,0,0,0,0
